,,,,,,,,,,,,,Cyclically,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,,,Cyclically,Adjusted,
Robert J. Shiller ,,,,,,,,,,,,Adjusted,Total,
,,,,,,,,,,,,Price,Return Price,
,,,,  Consumer,,,,,Real,,Real,Earnings,Earnings,
,S&P,,,Price,,Long,,,Total,,TR,Ratio,Ratio,
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Return,Real,Scaled,P/E10 or,P/E10 or,
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE,CAPE,
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,143.14,8.64,343.72,9.20,22.10,14.33,18.63,
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,151.16,8.45,364.68,9.09,21.93,15.13,19.68,
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,151.03,8.36,366.05,9.09,22.04,15.12,19.66,
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,159.80,8.18,388.96,8.99,21.87,15.99,20.80,
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,168.17,7.89,410.92,8.77,21.43,16.82,21.88,
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,163.01,7.52,399.84,8.46,20.76,16.30,21.19,
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,166.89,7.65,410.92,8.83,21.73,16.69,21.69,
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,170.10,7.60,420.38,8.99,22.21,17.01,22.09,
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,168.57,7.63,418.19,9.26,22.96,16.84,21.87,
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,168.33,7.67,419.16,9.53,23.74,16.80,21.81,
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,169.17,7.81,422.87,9.94,24.85,16.86,21.89,
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,179.16,7.85,449.48,10.24,25.68,17.83,23.13,
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,179.61,7.69,452.23,10.28,25.88,17.85,23.13,
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,178.73,7.55,451.58,10.32,26.07,17.72,22.95,
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,183.39,7.49,464.93,10.48,26.58,18.15,23.48,
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,188.05,7.43,478.32,10.65,27.09,18.56,24.00,
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,192.70,7.38,491.73,10.82,27.60,18.97,24.50,
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,185.42,7.23,474.69,10.85,27.77,18.19,23.49,
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,179.08,7.14,459.98,10.67,27.41,17.51,22.59,
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,175.71,7.14,452.84,10.62,27.38,17.13,22.08,
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,179.83,7.22,465.02,10.70,27.68,17.47,22.52,
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,183.95,7.29,477.25,10.78,27.98,17.82,22.95,
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,187.12,7.37,487.07,10.86,28.27,18.08,23.26,
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,183.90,7.54,480.31,11.07,28.92,17.71,22.78,
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,181.56,7.71,475.89,11.29,29.58,17.43,22.42,
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,174.91,7.70,460.13,11.23,29.55,16.74,21.52,
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,174.74,7.88,461.42,11.45,30.23,16.68,21.43,
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,166.89,7.86,442.41,11.39,30.20,15.88,20.41,
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,168.10,7.85,447.34,11.34,30.17,15.95,20.50,
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,163.30,7.75,436.30,11.16,29.80,15.46,19.86,
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,162.67,7.61,436.31,10.77,28.90,15.36,19.73,
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,163.61,7.64,440.54,10.64,28.64,15.42,19.81,
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,157.41,7.59,425.56,10.38,28.06,14.81,19.03,
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,159.87,7.63,433.92,10.24,27.80,15.02,19.30,
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,163.97,7.67,446.79,10.10,27.51,15.39,19.77,
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,160.79,7.70,439.86,9.95,27.22,15.08,19.38,
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,163.02,7.56,447.69,9.57,26.28,15.28,19.64,
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,166.51,7.51,458.99,9.30,25.64,15.60,20.05,
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,170.63,7.45,472.07,9.04,25.01,15.99,20.54,
